D2C1EDFC-9084-3FF2-B737-565E67FA59C9
1) 79419598D0733AA9BC988F218BB762, 50p, 30j (13-11-6), 19s (65-46)
CA35724D-D31A-334F-ABA8-554C30D38115
1) EFF39C792C50397B9793408C12A989, 220p, 136j (65-25-46), 31s (302-271)
2) 0963B8D35A5D3EA4BF3666A96892E2, 213p, 136j (61-30-45), 33s (285-252)
3) 5E254EB348CF3FDDBFA82721201F7C, 186p, 117j (55-21-41), 27s (267-240)
4) FFA3E120536A359BA4789CECDC5535, 182p, 120j (54-20-46), 29s (261-232)
5) C7390C4A54C738D1B1AA1397EB7EED, 172p, 115j (49-25-41), 21s (228-207)
6) F04D873A0314345FA9B6AE229D0F07, 166p, 130j (47-25-58), -15s (246-261)
7) 79A0C39DEC8532698BF126D56DC0B3, 162p, 130j (45-27-58), -25s (248-273)
8) 2BA7AE21034D31A2AD4500B873C775, 156p, 122j (43-27-52), -27s (235-262)
9) 470FF983B82B3EFBBB37A3B52961B7, 141p, 102j (39-24-39), 3s (199-196)
10) 955C414F0ED43E37BC4F46FF379F34, 140p, 117j (37-29-51), -41s (217-258)
11) EF7FDDF774093BADB8832196D4CA1C, 133p, 115j (36-25-54), -36s (226-262)

AC36EF11-DEEE-33DB-866B-49EA463083EC
1) 61692F32299F3B06B5BB29CB70A061, 5p, 3j (1-2-0), 3s (10-7)
2) B9130D2493683FB5966C00C13A3639, 3p, 2j (1-0-1), -1s (4-5)
3) 831EEB6F56AA3C2AB4546F435CF199, 2p, 2j (0-2-0), 0s (6-6)
4) 097F380F6DF43DBC96A17B0B9B4D8D, 1p, 1j (0-1-0), 0s (2-2)
5) 89D3D08C904A3CA4935AD24C649FEB, 1p, 1j (0-1-0), 0s (2-2)
6) 14158D3B64623E88A31A9BB8660AD0, 0p, 0j (0-0-0), 0s (0-0)
7) 432A20F8C42435028FFAD3FBE1E843, 0p, 0j (0-0-0), 0s (0-0)
8) C9C702E13AF03B499303683B6BAF27, 0p, 0j (0-0-0), 0s (0-0)
9) F18F32A063003FA2B7B69382841281, 0p, 0j (0-0-0), 0s (0-0)
10) A8D840C9FF603C969883B1E315A37D, 0p, 1j (0-0-1), -2s (1-3)

57056B7D-1B1B-3FEF-BCAD-AB1A8FA7218F
1) 1D2FF98C6DBD39ACB3140D4A3E3533, 50p, 30j (15-5-10), 16s (67-51)
2) 12F7BF6F12F932EAA17890A46C9B01, 47p, 32j (13-8-11), -3s (58-61)
3) 768E613190213C89BCE9A3C5981D62, 38p, 31j (12-2-17), -14s (63-77)
4) B2C986D5649D32AEACA16425ADEBBB, 38p, 25j (10-8-7), 9s (62-53)
5) 847F53A90B0B3A828158C4B4073FFA, 37p, 28j (11-4-13), 0s (56-56)
6) 35C231C259953353BEBB96519A713A, 36p, 25j (10-6-9), 9s (64-55)
7) FE3D4A0D19F635ADA38184A442D0A3, 36p, 24j (10-6-8), -5s (48-53)
8) 4548B9317ABD3640A8F71B71217EBF, 30p, 23j (9-3-11), -7s (49-56)
9) D016C47D81F0368C8BDB568C37DDCD, 30p, 26j (8-6-12), -5s (60-65)

7FFEC721-24FA-3479-8B0E-2111A35BD864
1) B66D1166BA9B337CA191A55D7AB0E6, 561p, 368j (164-69-135), 75s (756-681)
2) F7363F7A0248376D938053A8A526B1, 480p, 345j (137-69-139), -17s (682-699)
3) 3823CA18285335818692EEEE688F65, 471p, 361j (130-81-150), -46s (698-744)
4) 04843F5455DA375A87E064E9061B88, 417p, 306j (118-63-125), -12s (602-614)

9787B16C-9840-3829-8967-EFAF5523CCCA
1) 1FA1D80B064F352AA7A9B94969980D, 92p, 70j (28-8-34), -3s (142-145)
2) F8F8AB0473093F36A67C4F6E3BD355, 92p, 65j (27-11-27), -9s (128-137)
3) 90EEE4E6C95036348A4D476C30DBDB, 89p, 63j (25-14-24), -1s (121-122)
4) FBC0AFC661E03C749DEB04FB97F706, 86p, 58j (26-8-24), 17s (126-109)
5) B9C935330605350795C8DFD3AC2892, 79p, 58j (24-7-27), -9s (109-118)
6) 43051B480BD531DDABFA6B491F2E27, 77p, 48j (22-11-15), 23s (103-80)
7) 501408E920EF3B50865106E7B69C05, 75p, 52j (21-12-19), -6s (102-108)
8) 6D6ED4C94A06305FA2BC3E6F8AA0B9, 74p, 50j (22-8-20), -1s (90-91)
9) 1366E73673BA3A48A1150650253B45, 71p, 55j (22-5-28), -24s (101-125)
10) BA9FA5B05293312AA262EB1AAFD334, 71p, 58j (19-14-25), -6s (118-124)
11) 1A86BE3713FB32A795B11788E9F377, 70p, 47j (21-7-19), 3s (92-89)
12) 4CAFFAE08D3B34CB995A1D46898D61, 68p, 44j (19-11-14), 16s (101-85)

F37BC18A-3F33-3F90-9600-E746C15C5E4D
1) 126C3F0A87B436FA9A9FFD62356188, 306p, 198j (89-39-70), 40s (418-378)
2) D119C81F399833A1A0E4E62DB4F4F6, 266p, 182j (78-32-72), -20s (348-368)
3) BFDB844F52603E80B8660E5EEB1C43, 247p, 176j (69-40-67), 15s (358-343)
4) 4AC00F7E31B03052BEECFF9C9F25D9, 243p, 189j (69-36-84), -31s (347-378)
5) 5D34C31CEFC13E42B5AE183B7B581A, 239p, 158j (65-44-49), 21s (356-335)
6) 53FEC1605EFE3FA897F7F57189572D, 234p, 164j (64-42-58), 16s (344-328)
7) D3A9E7A587763A8084EDACA37ED0F6, 233p, 166j (64-41-61), 12s (360-348)
8) 3138D8540C1639B2A29B7B7B980A38, 180p, 173j (44-48-81), -53s (304-357)

AC304B6E-7232-38C4-8EBE-7C4066166942
1) 1330C90865D13C8CB842A5A9ED1DB3, 128p, 83j (37-17-29), 23s (162-139)
2) EE9DB9F7FF65346EA1F38368FC6DCA, 119p, 81j (35-14-32), 21s (176-155)
3) 58DAE53F92213C1194D8DA052378DD, 112p, 69j (32-16-21), 13s (150-137)
4) 27E3681E704437418C83FFCEA74528, 112p, 86j (32-16-38), -9s (168-177)
5) 1B59E56952B8341DAE14775E170501, 109p, 75j (32-13-30), -7s (142-149)
6) 4D51638236213E7684434626EC324A, 102p, 66j (31-9-26), 2s (138-136)
7) E180F16E90F43A09B73BEBCAD91099, 102p, 67j (30-12-25), 16s (135-119)
8) A0CA8FCC25D1365A9DD9707941B319, 102p, 64j (28-18-18), 24s (146-122)
9) A84579EA79333EB390186FF6DC0E8B, 97p, 59j (28-13-18), 24s (121-97)
10) AFBD8B62BC66311784199DD98BCD3F, 97p, 65j (27-16-22), 18s (144-126)
11) 3EEE602E8C68366BA9443269BEE07F, 94p, 77j (26-16-35), -10s (160-170)
12) 79589D89D2C83EDDB1ADE921A75FE4, 91p, 61j (27-10-24), 1s (141-140)
13) 7A7CE505766435D79897FE4A259DF4, 91p, 62j (26-13-23), 4s (117-113)
14) D97BAB753AD63DCF8031D39D9CF4D1, 88p, 65j (26-10-29), 2s (126-124)
15) 96AF1DE83E26327993BD6AB5FAB5ED, 88p, 71j (25-13-33), -22s (130-152)
16) 637E698F3A7A32EF906805A00DFA97, 87p, 56j (26-9-21), 9s (122-113)
17) B70081B26D2D3E25B76AB9C571FDC0, 86p, 55j (27-5-23), 3s (109-106)
18) B3B8F840481C38F687F25BCB17AB40, 85p, 56j (25-10-21), -3s (109-112)
19) D6B996156A933F7C98063A5AED6CD2, 83p, 66j (22-17-27), -16s (122-138)
20) BA3D52ED20953438BEAB403E093199, 82p, 66j (23-13-30), -11s (130-141)
21) E80EE017365B3F67A84AD4D4DD4FEF, 80p, 68j (23-11-34), -26s (114-140)
22) 1535955BD68B358DB7770240FC741A, 80p, 68j (22-14-32), -16s (125-141)
23) 1FF4778DA7EC37E1A9B2E193748FE6, 77p, 57j (22-11-24), 7s (114-107)
24) A909FEA80B5C324FB6AA1000195842, 59p, 53j (15-14-24), -26s (91-117)
25) E8637750F230386FAF34C4D0DC3F5E, 56p, 48j (16-8-24), -21s (92-113)

7F414B0D-996C-3C2C-94FA-37016CDB208C
1) C84C46DF130437AFA84F7EEC826B34, 720p, 491j (210-90-191), 50s (1019-969)
2) 0B4F4EFB8F8E33DEA30F29C9CF7AB6, 705p, 506j (204-93-209), 7s (1011-1004)
3) 121804EF48C33B179F5274CCDC922B, 662p, 491j (185-107-199), -57s (927-984)

1DF34648-BDBC-3589-8E98-A0536570B8D0
1) AF5F57EED7F939C1B32E624ED2544A, 129p, 84j (37-18-29), 14s (177-163)
2) 1F4219C554293AB3B4007B27B2004F, 118p, 76j (34-16-26), 11s (161-150)
3) DDDCD40F4CAE38FE89EF196F6D9836, 116p, 73j (35-11-27), 10s (156-146)
4) 5555EF821FEF3CBF93A81DE31BE8CB, 113p, 77j (32-17-28), -1s (151-152)
5) 004C5E121F5D3743A15A94C1CF5718, 109p, 69j (33-10-26), 21s (148-127)
6) 708102AFAED43B18A02A3A10CE5D67, 109p, 80j (30-19-31), 8s (170-162)
7) ED6A812A50AF33AE919666A0B54FB9, 108p, 84j (30-18-36), -14s (167-181)
8) 37B547FD1C5A32FC942842CD298B2D, 107p, 67j (32-11-24), 18s (137-119)
9) 82C5F82EAE8B352CA817BB8FA85476, 107p, 72j (31-14-27), 7s (145-138)
10) 2DC137C73E1937AA892D2C8C3877A3, 106p, 76j (31-13-32), -12s (152-164)
11) B1382130B4603F8CBE1508508EECAA, 106p, 67j (30-16-21), 10s (149-139)
12) 81E3C4622AF13CDC99804965C0F8DD, 104p, 70j (29-17-24), 9s (154-145)
13) 650D6289DA0E304F8BA0FD5C7F0AE2, 98p, 62j (29-11-22), 14s (134-120)
14) 1DE24DC4266A330E9F67D8A7274DFD, 92p, 68j (26-14-28), -2s (126-128)
15) 6CA4D8AAA52B3F0FB7FD2477F42D85, 92p, 70j (26-14-30), -5s (131-136)
16) FE800B8FC27C3FF69476EFB71FA9D4, 90p, 58j (26-12-20), 11s (114-103)
17) 769DD502A7B23E7F8185F29E9C2F3E, 90p, 67j (26-12-29), -10s (131-141)
18) C7C4713B704E3379B5F9CD87C158D7, 89p, 67j (25-14-28), -4s (123-127)
19) 0F3F14C03843362395EB740A50FF54, 89p, 62j (23-20-19), 12s (131-119)
20) 83F2A70BBE873CD5AA5A392A058130, 88p, 66j (25-13-28), 2s (130-128)
21) EA5D212CC3603476BF91AD27C5F93E, 85p, 64j (24-13-27), 7s (145-138)
22) 8CCBBF33E3B233769A7DD885FA3696, 84p, 63j (23-15-25), 3s (127-124)
23) EA5DE9DDA39C3EBBA6C58E169E491B, 80p, 67j (22-14-31), -26s (113-139)
24) 7E0849C8F2ED3F51AF75CE10174FD5, 78p, 62j (22-12-28), -6s (113-119)
25) 1931554B7C2A32B8980BA50CCBD21D, 77p, 55j (22-11-22), -1s (110-111)
26) 1A391D8603FA33A8AECFE753E5F03A, 74p, 62j (20-14-28), -24s (118-142)
27) 5E07C4C3A34A3F1A84FF538E4BFD76, 69p, 58j (19-12-27), -11s (118-129)
28) 538A3CFCE0FA316D94BBBEFD045105, 58p, 62j (15-13-34), -41s (112-153)

C4803524-1A75-30A9-8FEB-0BEF8D4F0336
1) C98D5835C07A34678CB4924AA82FCB, 4p, 2j (1-1-0), 3s (3-0)
2) 6497C4B047FA3A35982E881EDF708A, 4p, 2j (1-1-0), 2s (4-2)
3) AF43BFBE6865325CB23A157C2DA77C, 4p, 2j (1-1-0), 1s (2-1)
4) 003149D7AAFA3D62A64C9EB56B15BA, 4p, 3j (1-1-1), -1s (3-4)
5) 84070086489D3613B6F3BAA8422B78, 3p, 2j (1-0-1), 3s (4-1)
6) 6E3A869A64783ABAA2FDA1C0369F72, 3p, 2j (1-0-1), 1s (4-3)
7) 95893B832E3F35799754F04FB54568, 3p, 2j (1-0-1), 1s (4-3)
8) 60FDB3F98915387CB299AFD6701361, 3p, 2j (1-0-1), -1s (3-4)
9) C79FFD83E44439FAA7128412D23F15, 3p, 2j (1-0-1), -2s (4-6)
10) C58316CCAA1730D0B2F3339DA5A771, 3p, 2j (1-0-1), -2s (3-5)
11) 7E352BE73C8E32E8B234FABD1C0983, 1p, 1j (0-1-0), 0s (2-2)
12) EEF8577112163793AFFE5462E758FE, 1p, 1j (0-1-0), 0s (2-2)
13) 715DBAE4F2533E03893F3B9630BBE1, 1p, 1j (0-1-0), 0s (1-1)
14) C52EB91F77593FECA2852D21C79A44, 1p, 1j (0-1-0), 0s (0-0)
15) 060CE7F830A33D128C29058E926AA8, 0p, 0j (0-0-0), 0s (0-0)
16) 1A266036BE6730E999C6A25C69C427, 0p, 0j (0-0-0), 0s (0-0)
17) 318FDF512A793A4180AC4C366C46BC, 0p, 0j (0-0-0), 0s (0-0)
18) 5D0E063A68F63283B0EF7A91137450, 0p, 0j (0-0-0), 0s (0-0)
19) 9AEDADA701BE3399A4F57380651EC7, 0p, 0j (0-0-0), 0s (0-0)
20) BC64FD136C9B3F379CCF345A2E0A4B, 0p, 0j (0-0-0), 0s (0-0)
21) C23A0BF3CCD73DC9A58344A65A076C, 0p, 0j (0-0-0), 0s (0-0)
22) E477B3770B803142A5A21BD3A4F2CD, 0p, 0j (0-0-0), 0s (0-0)
23) E86101A008DB3B339EAE04AFB0C0EA, 0p, 0j (0-0-0), 0s (0-0)
24) C1054E06AC43303698CDF742677B39, 0p, 1j (0-0-1), -1s (2-3)
25) 32D34347010E383FB7AF3B837F1172, 0p, 1j (0-0-1), -2s (1-3)
26) 6FD9A735FA6D3537BE48FAA991C9A9, 0p, 1j (0-0-1), -2s (1-3)

C1B2C35E-FD81-3E90-AFA0-BB6A54616FFE
1) DCFE50A04E9D324C860523C938176B, 72p, 42j (22-6-14), 16s (91-75)
2) 560F4FE17FC23F8AA6E4060ADC42F5, 71p, 42j (22-5-15), 9s (90-81)
3) 14509701775639318A1BA754B2F725, 60p, 34j (18-6-10), 18s (69-51)
4) DD51E39758CF37449D255ED22C894A, 58p, 40j (16-10-14), 2s (81-79)
5) 93C8F90CAE2B3DD4882AD79BFE1321, 51p, 35j (15-6-14), -1s (78-79)
6) 3C183243D83734499CDDAF626700C8, 49p, 44j (15-4-25), -13s (84-97)
7) AB1ACD2BD1713063BB17CFFB368584, 42p, 35j (12-6-17), -20s (59-79)
8) EB617C4FD05E3DE1A5243101FF8302, 41p, 29j (12-5-12), -2s (63-65)
9) D4DEA9DEE9A9317C94C84514DE1864, 41p, 37j (12-5-20), -11s (74-85)
10) E91C97C1461B30EAB5D0C61F1DC2E2, 35p, 28j (10-5-13), 2s (66-64)

4948256E-0CB3-3BB6-A729-7708D35D2A43
1) 2FF11B66565E3784BAB800D7378C5B, 44p, 26j (13-5-8), 12s (60-48)
2) ECDF05060ECD310793CE8A9742CA43, 38p, 19j (11-5-3), 19s (41-22)
3) FCE9D2FD23F83D4EBEF8F6DFE891C4, 34p, 22j (10-4-8), 2s (48-46)
4) 2087CFE733603A9AA7B5992694849A, 29p, 13j (9-2-2), 11s (34-23)
5) A11923A886D1369F9A1D7F530C4A33, 28p, 24j (7-7-10), -8s (39-47)
6) 5F6CADA4C14532B192E89A06C80958, 28p, 21j (6-10-5), 3s (45-42)
7) 2075852FAD3C3AE2A903AE5DA7B427, 25p, 24j (6-7-11), -9s (53-62)
8) DC7482FAABC23511A04E8DE96C4A63, 23p, 18j (6-5-7), -4s (33-37)
9) 96F1303EB4123D548A25CB92EE99D4, 22p, 24j (5-7-12), -7s (47-54)
10) CC1968FFF6B23A7788C720CEF67994, 18p, 21j (4-6-11), -19s (33-52)

EA6894AA-FDFB-39F8-9A5E-CFDB7145BE4F
1) 4188071089F83D558B7FFA0F40031D, 499p, 330j (145-64-121), 70s (685-615)
2) A6B2DCFF9B1F37DBB6FAFD517D34D1, 459p, 336j (132-63-141), -37s (638-675)
3) 71898E2B463E31898139A44D1F15D2, 452p, 340j (127-71-142), -33s (639-672)

C161DB9D-8B23-305D-95D0-D214D7C8EE01
1) 7C92FF49980D3F0C8DA19EB26C6CC9, 145p, 90j (45-10-35), 31s (180-149)
2) 2EBA260BBF7E3DD0BDF66E213BE814, 143p, 99j (44-11-44), 5s (191-186)
3) BD71803972283059BF8702AA47808B, 140p, 104j (43-11-50), -29s (175-204)
4) DDD4B149433F32B28257308FE5A595, 133p, 97j (39-16-42), -7s (191-198)

C7523461-B612-3FEA-BFD0-1CE3FAAA0A28
1) BA4919637AA7369182C5EA518100A6, 665p, 468j (191-92-185), 17s (918-901)
2) 9FF360BF6A153908AA907D3C82E4AE, 639p, 441j (185-84-172), 40s (895-855)
3) 5A9ECC297D22312BBA895ED7267977, 609p, 440j (172-93-175), -24s (850-874)
4) 10540FC577F13CE0B2E58F2C86B1F3, 560p, 417j (159-83-175), -33s (797-830)

0070B712-027B-37C7-BA65-79DB7223E777
1) BD0F149717453AAB9D3985266ABCF2, 173p, 130j (46-35-49), -6s (260-266)
2) FE557779EADF347EACB17517D02251, 156p, 114j (44-24-46), 0s (228-228)
3) 1BA20305903732569E47161235C5F6, 150p, 102j (40-30-32), 13s (205-192)
4) 08CB144C4EBD3EAC86C08CD2DF32D1, 147p, 108j (39-30-39), -9s (219-228)
5) 36CAD92F705F353ABAE14E435B3252, 145p, 106j (44-13-49), -11s (194-205)
6) B90A2E3DC6E23D6F98916F64489AF7, 144p, 105j (40-24-41), -6s (199-205)
7) 746116911EC33DB096316B608B9D9A, 136p, 91j (41-13-37), 2s (190-188)
8) 07BCE13265343DF6BCD7301E3F458C, 136p, 93j (37-25-31), 6s (201-195)
9) B061C56CC60A39CDA713D88735AF0E, 135p, 98j (37-24-37), 7s (204-197)
10) 4601545BCD463DB09D69B68A2A8B10, 134p, 86j (39-17-30), 16s (184-168)
11) 979E772B13FF32EF885400368E8C82, 134p, 98j (38-20-40), -20s (178-198)
12) B2FFB3CBB72139288E36DE3EF248D6, 128p, 100j (36-20-44), 1s (204-203)
13) 8AFEA8D0F19932ACA4704456932414, 109p, 85j (30-19-36), 7s (193-186)

22C2D1BF-80E8-3852-A43D-C66D7AE8DE7B
1) D6F94944BE463DF892F822F647BCF0, 3p, 1j (1-0-0), 3s (4-1)
2) 849860AA7FC5386DA7446BCF0C3D83, 3p, 1j (1-0-0), 2s (3-1)
3) 1FABB1D3A41A34A3BF148C2413054C, 0p, 0j (0-0-0), 0s (0-0)
4) 244D70F9EECA3D6AB94452699E1949, 0p, 0j (0-0-0), 0s (0-0)
5) 5BF2699BCAB63F708A7BA1F84CAA22, 0p, 0j (0-0-0), 0s (0-0)
6) 5E2451FC3B20321DA343CDDCD69E05, 0p, 0j (0-0-0), 0s (0-0)
7) 6D21088C745931369EFAF649D61C8D, 0p, 0j (0-0-0), 0s (0-0)
8) A1B6EF9EC87E385186FABE612DA44B, 0p, 0j (0-0-0), 0s (0-0)
9) A73C12BF02943D7A925DB252906EF6, 0p, 0j (0-0-0), 0s (0-0)
10) B55974B4BFC6328393B749AD546794, 0p, 0j (0-0-0), 0s (0-0)
11) C8EB21B3C60530C79ABE90070711AB, 0p, 0j (0-0-0), 0s (0-0)
12) CB7FADC85DCE3548BD382AE48F49DC, 0p, 0j (0-0-0), 0s (0-0)
13) E9ED65236D393DF686D64170561F40, 0p, 0j (0-0-0), 0s (0-0)
14) 872919B517B8366EB3F6A66F3FBDB1, 0p, 1j (0-0-1), -2s (1-3)
15) DEC1351847E43481884E1B41E0840E, 0p, 1j (0-0-1), -3s (1-4)

549489FD-674F-3737-9395-4D98EFD1FE8E
1) E6583078F6AA3F17851146808EACBE, 120p, 71j (36-12-23), 23s (159-136)
2) ED44DC6BDD7632C8A3E2D9A2811047, 112p, 59j (35-7-17), 43s (145-102)
3) 1C700F5338173568A7345ADD877C74, 99p, 78j (28-15-35), -14s (154-168)
4) 07125DDE8BA33BA8B11F435718F7C4, 94p, 58j (29-7-22), 3s (118-115)
5) 8D95236F7FCE33AFA557E454756541, 87p, 56j (27-6-23), 2s (114-112)
6) BF213D16DDAF30ABB440236AED29DB, 84p, 61j (26-6-29), 2s (126-124)
7) 57CFF6A7F720346AB58BF6718DF91F, 77p, 56j (23-8-25), 3s (117-114)
8) D2323EA2CE42303384B5047E64C7C2, 75p, 62j (21-12-29), -12s (122-134)
9) D6D99BB38FBE31089570189AFAE38A, 71p, 58j (20-11-27), -20s (111-131)
10) 0C73ECAAC80E31EB919A838D9CE12E, 70p, 65j (20-10-35), -30s (110-140)

8A8B1DD2-0C8C-329F-B5F3-7986AC477539
1) 8D4247DC5DB43F81A481CB3EFD692F, 6p, 2j (2-0-0), 5s (8-3)
2) 6DC0A350CE72306E97425FAB4CBF70, 6p, 3j (2-0-1), 3s (10-7)
3) 7FB7DFADA97C3FEC8E6B9CF0FC30C7, 6p, 3j (2-0-1), 1s (6-5)
4) 74F83852E8AF3B04ADC0AEF0B7ABE5, 6p, 3j (2-0-1), 0s (4-4)
5) E1BB54349D1E30FC9D0FD4ACB7CD49, 6p, 3j (2-0-1), -1s (6-7)
6) BE11F089D12334C493D4C48F5A8065, 6p, 4j (2-0-2), -2s (6-8)
7) 7B6040CCF1D23284899C3728584C43, 4p, 3j (1-1-1), 2s (8-6)
8) FC167566E2BC3919B826A34F4843A2, 3p, 2j (1-0-1), 3s (5-2)
9) 4294CD511F323451BF3F4B905C4085, 3p, 1j (1-0-0), 2s (2-0)
10) 06E359D0BAA834B185D0E2259E43B2, 3p, 1j (1-0-0), 1s (2-1)
11) A23CED0FC00639D593C6A2C74701C4, 3p, 2j (1-0-1), 0s (1-1)
12) 01C066EBE567348DA9BECBE48AC4DD, 3p, 4j (1-0-3), -4s (4-8)
13) 396E8B9A556C3E6DAEBED0EA9511FB, 1p, 1j (0-1-0), 0s (4-4)
14) A6957C01AAF9323CB3C28728BBA0AF, 1p, 1j (0-1-0), 0s (4-4)
15) C7404634937E3BE284DEE6016847BF, 1p, 2j (0-1-1), -1s (7-8)
16) E14ED3FE1DC23AE79E10C9956FDB5B, 1p, 2j (0-1-1), -1s (0-1)
17) E94DEDFB2AB432A38AAD1B1EF12CC9, 1p, 2j (0-1-1), -2s (0-2)
18) 1BA5CA66A9CA34F1A7A5E5B693F36E, 0p, 0j (0-0-0), 0s (0-0)
19) 2201E5DB6B2F3A3BBF94C8F52ACC6F, 0p, 0j (0-0-0), 0s (0-0)
20) 3687341F24A835519702CB1FF7352A, 0p, 0j (0-0-0), 0s (0-0)
21) 38B4E86A1D173D169859207DE5262A, 0p, 0j (0-0-0), 0s (0-0)
22) 3E380F447BFD3BBD8BE562DDDC1D05, 0p, 0j (0-0-0), 0s (0-0)
23) 7D3C5059062E320AA7CE4F809C5100, 0p, 0j (0-0-0), 0s (0-0)
24) 86B76AE21ADE32AC8675EF14F19EFE, 0p, 0j (0-0-0), 0s (0-0)
25) 8A21CB98CE6F392998A74B703B7924, 0p, 0j (0-0-0), 0s (0-0)
26) B8D39F7D9A5A328B9326A79A298654, 0p, 0j (0-0-0), 0s (0-0)
27) 41B14566D8373A4BA76DBD3F27B909, 0p, 1j (0-0-1), -2s (2-4)
28) B20EDCF99EF3364D8783ACB39AC24B, 0p, 1j (0-0-1), -2s (2-4)
29) C3A5C962BC063930B2B8DCD0230D0E, 0p, 1j (0-0-1), -2s (1-3)

37413626-891A-326E-9688-EE658639F1CD
1) 85D6EC831DD33A94872DC60DF95BB7, 149p, 95j (45-14-36), 21s (217-196)
2) 7F4208B4CE24337E8FE1611007BDD0, 138p, 90j (40-18-32), 36s (196-160)
3) E3505F05A20B3968897B1D92B941A1, 134p, 93j (40-14-39), -11s (183-194)
4) 17723074A3D833529077C46B7C052A, 134p, 98j (38-20-40), -7s (183-190)
5) 84C1A5C0598636E9A1135ACBF9B657, 120p, 87j (33-21-33), 7s (159-152)
6) 2012911C46E835518AD36228492771, 120p, 90j (33-21-36), 5s (192-187)
7) 3A240BC16F083A2C9928F5B9242CAF, 119p, 86j (33-20-33), 0s (181-181)
8) 5EB3240E81E93508AF517690A0191A, 118p, 88j (33-19-36), -13s (177-190)
9) BCD33C977F763D539ED5F02C68F78C, 116p, 85j (34-14-37), -12s (161-173)
10) 31FE4B05F54337D19CC816C9A918E7, 116p, 85j (32-20-33), -14s (167-181)
11) 39BE6A3C85C13FEFB46F83CF7097E3, 115p, 87j (34-13-40), -12s (175-187)

CB699ED1-9039-3E9D-92E9-FA5311B567A1
1) D5188C2FA4BC3B80B112DD4CC8B9D8, 83p, 50j (22-17-11), 21s (100-79)
2) C46ADA91539733F4A70CF27D791E2B, 72p, 42j (20-12-10), 20s (94-74)
3) 0CEAECFA23343AAB94C84D61B84EFA, 70p, 43j (20-10-13), 12s (83-71)
4) D9C09001729D31F3AB914B4A4F5184, 65p, 46j (19-8-19), 0s (95-95)
5) EF48615DD694373A88D3F1198860E4, 64p, 39j (19-7-13), 14s (81-67)
6) 0A872E07959B35AFABE3AF0A5728A5, 61p, 48j (18-7-23), 2s (93-91)
7) 9986011B873235FFB7DB9606D62D9D, 57p, 42j (17-6-19), -3s (78-81)
8) 88831386625630378D36072FDCC575, 53p, 40j (14-11-15), -7s (81-88)
9) C1AB15C41BD33776BBAEAD140C734F, 52p, 44j (16-4-24), -20s (81-101)
10) 85F283DF003D3AD2A1A09B59B4EDC1, 52p, 32j (14-10-8), 11s (69-58)
11) EFCA96B4038832D9B6B1798E1D5ADE, 51p, 33j (15-6-12), -3s (66-69)
12) AB80B736C90C37F8BB39E5BC3907CD, 48p, 35j (14-6-15), -2s (73-75)
13) 3C55881BE712383BBAD5F50B610E6C, 47p, 42j (13-8-21), -21s (79-100)
14) 4D20BFCBF45A3A0D9777DE03C7E140, 44p, 41j (12-8-21), -9s (81-90)
15) 4B6A057CA4333076BE9FD8F5DD6FCD, 44p, 38j (11-11-16), -6s (68-74)
16) 82C28B335796343481C53A00DA1A77, 43p, 35j (12-7-16), -9s (61-70)

7CDBC068-2088-3C27-9763-DF32158B1DBD
1) 023EA0C60F313B5BB95DC44792EFF9, 385p, 262j (115-40-107), -2s (527-529)
2) 022531E812523F219D146E9E7F85BC, 384p, 261j (112-48-101), 32s (522-490)
3) 47966625B0A83F47BCD64671F548B3, 332p, 255j (96-44-115), -30s (473-503)

75846E79-2AF5-335F-8D54-34DDE9DA594E
1) 3E484309EE463D58A31764D89A017B, 99p, 56j (31-6-19), 17s (134-117)
2) D3D35851EF6D3DCC95F77EB745CB5C, 96p, 62j (28-12-22), 3s (120-117)
3) 501EDC9DEC9F37B79431B4863279BA, 91p, 63j (26-13-24), 0s (128-128)
4) 462C04C068933D5A8DF82C570E300F, 90p, 57j (27-9-21), 6s (118-112)
5) 787864D23DF93C1B9FC6BA785BE53F, 86p, 60j (25-11-24), 21s (125-104)
6) 78CE2D1C69B8395EA703D83CFB93AF, 82p, 58j (24-10-24), 6s (121-115)
7) 9D06496F587F388E9948EECE21C197, 80p, 50j (24-8-18), 11s (110-99)
8) AF22AF1CB0AE388C81353FC6B280B2, 80p, 56j (24-8-24), 5s (111-106)
9) E4D975F06AE83C408D6A83C53B71BC, 80p, 50j (23-11-16), 16s (120-104)
10) F51387E5093339B39685C1DFBC89B7, 78p, 52j (22-12-18), 9s (115-106)
11) 8A5461403FD9355ABA69725C605E0C, 78p, 54j (21-15-18), -2s (101-103)
12) 6D1D68999DF1361193733D8BA67068, 76p, 56j (21-13-22), -1s (112-113)
13) BC6BDF2B68F83F87899670EFC1D0E8, 69p, 45j (21-6-18), 13s (91-78)
14) 16CCF1654E03334990FF08F7CE00FB, 69p, 44j (20-9-15), 15s (82-67)
15) 27BA397FCAC537A3B0A7B42A8DF3F5, 64p, 61j (17-13-31), -37s (115-152)
16) A914695342A234D5AF0418D7545CE0, 62p, 49j (19-5-25), -9s (103-112)
17) EB2BECEEE4F737038F7902E022A461, 60p, 52j (15-15-22), -18s (105-123)
18) FAD080662C293D2FA822A0D931751E, 60p, 52j (15-15-22), -24s (96-120)
